org.jhotdraw.draw.ChopEllipseConnector	protected sealed java.awt.geom.Point2D.Double chop(org.jhotdraw.draw.Figure, java.awt.geom.Point2D.Double) 	grow	B2	0/12
org.jhotdraw.draw.GraphicalCompositeFigure	public java.awt.geom.Point2D.Double chop(java.awt.geom.Point2D.Double) 	grow	B2	0/12
org.jhotdraw.samples.net.NetApplicationModel	private void addCreationButtonsTo(javax.swing.JToolBar, org.jhotdraw.draw.DrawingEditor) 	labels	B1	0/11
org.jhotdraw.samples.net.NetPanel	private void addCreationButtonsTo(javax.swing.JToolBar, org.jhotdraw.draw.DrawingEditor) 	labels	B1	0/11
org.jhotdraw.draw.BezierControlPointHandle	public void trackEnd(java.awt.Point, java.awt.Point, int) 	p2	B3	0/11
org.jhotdraw.app.OSXPaletteHandler	private void maybeHidePalettes() 	hasFocus	B1	0/10
org.jhotdraw.app.OSXPaletteHandler	private void maybeHidePalettes() 	hasFocus	B2	0/9
org.jhotdraw.draw.DelegationSelectionTool	protected void showPopupMenu(org.jhotdraw.draw.Figure, java.awt.Point, java.awt.Component) 	selectionActions	B2	0/10
org.jhotdraw.draw.DelegationSelectionTool	protected void showPopupMenu(org.jhotdraw.draw.Figure, java.awt.Point, java.awt.Component) 	selectionActions	B4	0/7
net.n3.nanoxml.NonValidator	protected void processConditionalSection(net.n3.nanoxml.IXMLReader, net.n3.nanoxml.IXMLEntityResolver) throws java.lang.Exception	subreader	B11	0/9
net.n3.nanoxml.XMLUtil	static void skipTag(net.n3.nanoxml.IXMLReader) throws java.io.IOException, net.n3.nanoxml.XMLParseException	reader	B2	0/9
org.jhotdraw.app.DefaultMDIApplication	public void show(org.jhotdraw.app.Project) 	i	B6	0/9
org.jhotdraw.app.DefaultMDIApplication	public void show(org.jhotdraw.app.Project) 	moved	B6	0/9
org.jhotdraw.app.DefaultOSXApplication	public void show(org.jhotdraw.app.Project) 	i	B6	0/9
org.jhotdraw.app.DefaultOSXApplication	public void show(org.jhotdraw.app.Project) 	moved	B6	0/9
org.jhotdraw.app.DefaultSDIApplication	public void show(org.jhotdraw.app.Project) 	i	B8	0/9
org.jhotdraw.app.DefaultSDIApplication	public void show(org.jhotdraw.app.Project) 	moved	B8	0/9
org.jhotdraw.draw.BezierScaleHandle	public void trackStep(java.awt.Point, java.awt.Point, int) 	transform	B1	0/9
org.jhotdraw.draw.action.ToolBarButtonFactory	public static void addFontButtonsTo(javax.swing.JToolBar, org.jhotdraw.draw.DrawingEditor) 	underlineToggleButton	B16	0/9
org.jhotdraw.draw.action.ToolBarButtonFactory	public static void addStrokeDecorationButtonTo(javax.swing.JToolBar, org.jhotdraw.draw.DrawingEditor) 	strokeDecorationPopupButton	B1	0/9
net.n3.nanoxml.XMLUtil	static void skipTag(net.n3.nanoxml.IXMLReader) throws java.io.IOException, net.n3.nanoxml.XMLParseException	level	B2	0/9
net.n3.nanoxml.XMLUtil	static void skipTag(net.n3.nanoxml.IXMLReader) throws java.io.IOException, net.n3.nanoxml.XMLParseException	level	B3	0/8
net.n3.nanoxml.NonValidator	protected void processConditionalSection(net.n3.nanoxml.IXMLReader, net.n3.nanoxml.IXMLEntityResolver) throws java.lang.Exception	buf	B11	0/9
net.n3.nanoxml.NonValidator	protected void processConditionalSection(net.n3.nanoxml.IXMLReader, net.n3.nanoxml.IXMLEntityResolver) throws java.lang.Exception	buf	B12	0/7
net.n3.nanoxml.StdXMLReader	public java.io.Reader openStream(java.lang.String, java.lang.String) throws java.net.MalformedURLException, java.io.FileNotFoundException, java.io.IOException	url	B1	0/9
net.n3.nanoxml.StdXMLReader	public java.io.Reader openStream(java.lang.String, java.lang.String) throws java.net.MalformedURLException, java.io.FileNotFoundException, java.io.IOException	url	B2	0/5
org.jhotdraw.draw.DragTracker	public sealed void mousePressed(java.awt.event.MouseEvent) 	oldPoint	B6	0/9
org.jhotdraw.draw.DragTracker	public sealed void mousePressed(java.awt.event.MouseEvent) 	oldPoint	B7	0/8
org.jhotdraw.draw.DragTracker	public sealed void mousePressed(java.awt.event.MouseEvent) 	oldPoint	B9	0/4
org.jhotdraw.draw.BezierTool	public sealed void mouseReleased(java.awt.event.MouseEvent) 	fittedPath	B7	0/9
org.jhotdraw.draw.BezierTool	public sealed void mouseReleased(java.awt.event.MouseEvent) 	fittedPath	B8	0/7
org.jhotdraw.draw.BezierTool	public sealed void mouseReleased(java.awt.event.MouseEvent) 	fittedPath	B9	0/2
org.jhotdraw.samples.svg.figures.SVGPath	protected void readPoints(org.jhotdraw.xml.DOMInput) throws java.io.IOException	child	B7	0/9
org.jhotdraw.samples.svg.figures.SVGPath	protected void readPoints(org.jhotdraw.xml.DOMInput) throws java.io.IOException	child	B8	0/5
org.jhotdraw.samples.svg.figures.SVGPath	protected void readPoints(org.jhotdraw.xml.DOMInput) throws java.io.IOException	child	B10	0/3
org.jhotdraw.app.DefaultMDIApplication	public void show(org.jhotdraw.app.Project) 	loc	B6	0/9
org.jhotdraw.app.DefaultMDIApplication	public void show(org.jhotdraw.app.Project) 	loc	B9	0/2
org.jhotdraw.app.DefaultOSXApplication	public void show(org.jhotdraw.app.Project) 	loc	B6	0/9
org.jhotdraw.app.DefaultOSXApplication	public void show(org.jhotdraw.app.Project) 	loc	B9	0/2
org.jhotdraw.app.DefaultSDIApplication	public void show(org.jhotdraw.app.Project) 	loc	B8	0/9
org.jhotdraw.app.DefaultSDIApplication	public void show(org.jhotdraw.app.Project) 	loc	B11	0/2
net.n3.nanoxml.NonValidator	protected void processEntity(net.n3.nanoxml.IXMLReader, net.n3.nanoxml.IXMLEntityResolver) throws java.lang.Exception	publicID	B9	0/8
org.jhotdraw.draw.AbstractHandle	protected void drawDiamond(java.awt.Graphics2D, java.awt.Color, java.awt.Color) 	p	B1	0/8
org.jhotdraw.draw.action.ToolBarButtonFactory	public static void addStrokeWidthButtonTo(javax.swing.JToolBar, org.jhotdraw.draw.DrawingEditor) 	strokeWidthPopupButton	B1	0/8
org.jhotdraw.samples.net.NetApplicationModel	public sealed void initApplication(org.jhotdraw.app.Application) 	aa	B1	0/8
org.jhotdraw.samples.net.NetApplicationModel	public sealed void initApplication(org.jhotdraw.app.Application) 	drawLabels	B1	0/8
org.jhotdraw.samples.net.NetProject	public sealed void init() 	prefs	B1	0/8
org.jhotdraw.samples.net.NetProject	public sealed void init() 	scrollPane	B1	0/8
org.jhotdraw.samples.net.NetProject	public sealed void init() 	view	B1	0/8
org.jhotdraw.samples.pert.PertApplicationModel	public sealed void initApplication(org.jhotdraw.app.Application) 	aa	B1	0/8
org.jhotdraw.samples.pert.PertApplicationModel	public sealed void initApplication(org.jhotdraw.app.Application) 	drawLabels	B1	0/8
org.jhotdraw.samples.pert.PertProject	public sealed void init() 	prefs	B1	0/8
org.jhotdraw.samples.pert.PertProject	public sealed void init() 	scrollPane	B1	0/8
org.jhotdraw.samples.pert.PertProject	public sealed void init() 	view	B1	0/8
org.jhotdraw.app.action.OSXTogglePaletteAction	public sealed void putValue(java.lang.String, java.lang.Object) 	app	B1	0/8
org.jhotdraw.app.action.OSXTogglePaletteAction	public sealed void putValue(java.lang.String, java.lang.Object) 	app	B2	0/7
org.jhotdraw.app.action.OSXTogglePaletteAction	public sealed void putValue(java.lang.String, java.lang.Object) 	app	B3	0/6
org.jhotdraw.app.action.OSXTogglePaletteAction	public void setPalette(java.awt.Window) 	app	B3	0/8
org.jhotdraw.app.action.OSXTogglePaletteAction	public void setPalette(java.awt.Window) 	app	B4	0/6
org.jhotdraw.app.AbstractApplication	public void addRecentFile(java.io.File) 	prefs	B3	0/8
org.jhotdraw.app.AbstractApplication	public void addRecentFile(java.io.File) 	prefs	B5	0/5
org.jhotdraw.draw.action.ToolBarButtonFactory	public static void addFontButtonsTo(javax.swing.JToolBar, org.jhotdraw.draw.DrawingEditor) 	allFonts	B1	0/8
org.jhotdraw.draw.action.ToolBarButtonFactory	public static void addFontButtonsTo(javax.swing.JToolBar, org.jhotdraw.draw.DrawingEditor) 	allFonts	B2	0/5
org.jhotdraw.geom.BezierPath	public void transform(java.awt.geom.AffineTransform) 	cp	B1	0/8
org.jhotdraw.geom.BezierPath	public void transform(java.awt.geom.AffineTransform) 	cp	B2	0/7
org.jhotdraw.geom.BezierPath	public void transform(java.awt.geom.AffineTransform) 	cp	B3	0/6
org.jhotdraw.geom.BezierPath	public void transform(java.awt.geom.AffineTransform) 	cp	B4	0/5
org.jhotdraw.geom.BezierPath	public void transform(java.awt.geom.AffineTransform) 	p	B1	0/8
org.jhotdraw.geom.BezierPath	public void transform(java.awt.geom.AffineTransform) 	p	B2	0/7
org.jhotdraw.geom.BezierPath	public void transform(java.awt.geom.AffineTransform) 	p	B3	0/6
org.jhotdraw.geom.BezierPath	public void transform(java.awt.geom.AffineTransform) 	p	B4	0/5
org.jhotdraw.draw.action.ToolBarButtonFactory	public static void addSelectionToolTo(javax.swing.JToolBar, org.jhotdraw.draw.DrawingEditor, Collection<javax.swing.Action>, Collection<javax.swing.Action>) 	t	B1	0/8
org.jhotdraw.draw.action.ToolBarButtonFactory	public static void addSelectionToolTo(javax.swing.JToolBar, org.jhotdraw.draw.DrawingEditor, Collection<javax.swing.Action>, Collection<javax.swing.Action>) 	t	B4	0/6
org.jhotdraw.draw.action.ToolBarButtonFactory	public static void addSelectionToolTo(javax.swing.JToolBar, org.jhotdraw.draw.DrawingEditor, Collection<javax.swing.Action>, Collection<javax.swing.Action>) 	t	B7	0/3
net.n3.nanoxml.XMLUtil	static void skipWhitespace(net.n3.nanoxml.IXMLReader, java.lang.StringBuffer) throws java.io.IOException	buffer	B3	0/8
net.n3.nanoxml.XMLUtil	static void skipWhitespace(net.n3.nanoxml.IXMLReader, java.lang.StringBuffer) throws java.io.IOException	buffer	B6	0/3
org.jhotdraw.samples.svg.figures.SVGPath	protected void readPoints(org.jhotdraw.xml.DOMInput) throws java.io.IOException	child	B2	0/8
org.jhotdraw.samples.svg.figures.SVGPath	protected void readPoints(org.jhotdraw.xml.DOMInput) throws java.io.IOException	child	B3	0/5
org.jhotdraw.samples.svg.figures.SVGPath	protected void readPoints(org.jhotdraw.xml.DOMInput) throws java.io.IOException	child	B5	0/3
org.jhotdraw.app.DefaultMDIApplication	private void updateOpenRecentMenu(javax.swing.JMenu) 	openRecentMenu	B2	0/7
org.jhotdraw.app.DefaultOSXApplication	private void updateOpenRecentMenu(javax.swing.JMenu) 	openRecentMenu	B2	0/7
org.jhotdraw.app.DefaultSDIApplication	private void updateOpenRecentMenu(javax.swing.JMenu) 	openRecentMenu	B2	0/7
org.jhotdraw.draw.SelectionTool	public void toolDone(org.jhotdraw.draw.ToolEvent) 	tracker	B2	0/7
org.jhotdraw.draw.TextTool	protected void beginEdit(org.jhotdraw.draw.TextHolder) 	textField	B1	0/7
org.jhotdraw.draw.action.ToolBarButtonFactory	public static void addFontButtonsTo(javax.swing.JToolBar, org.jhotdraw.draw.DrawingEditor) 	italicToggleButton	B16	0/7
org.jhotdraw.geom.Geom	public static boolean lineContainsPoint(double, double, double, double, double, double, double) 	r	B1	0/7
org.jhotdraw.gui.JSheet	private static org.jhotdraw.gui.JSheet createSheet(javax.swing.JOptionPane, java.awt.Component, int) 	contentPane	B4	0/7
org.jhotdraw.samples.draw.Main	public static void main(java.lang.String[]) 	app	B1	0/7
org.jhotdraw.samples.draw.Main	public static void main(java.lang.String[]) 	app	B6	0/7
org.jhotdraw.samples.net.Main	public static void main(java.lang.String[]) 	app	B1	0/7
org.jhotdraw.samples.net.Main	public static void main(java.lang.String[]) 	app	B6	0/7
org.jhotdraw.samples.pert.Main	public static void main(java.lang.String[]) 	app	B1	0/7
org.jhotdraw.samples.pert.Main	public static void main(java.lang.String[]) 	app	B6	0/7
org.jhotdraw.samples.svg.SVGDrawing	public sealed void read(org.jhotdraw.xml.DOMInput) throws java.io.IOException	child	B17	0/7
org.jhotdraw.samples.svg.SVGDrawing	public sealed void read(org.jhotdraw.xml.DOMInput) throws java.io.IOException	g	B17	0/7
org.jhotdraw.samples.svg.SVGLiveConnectApplet	private void initComponents() 	saveButton	B1	0/7
org.jhotdraw.samples.svg.action.CombineAction	public sealed void groupFigures(org.jhotdraw.draw.DrawingView, org.jhotdraw.draw.CompositeFigure, Collection<org.jhotdraw.draw.Figure>) 	view	B1	0/7
org.jhotdraw.samples.svg.action.SplitAction	public sealed void groupFigures(org.jhotdraw.draw.DrawingView, org.jhotdraw.draw.CompositeFigure, Collection<org.jhotdraw.draw.Figure>) 	view	B1	0/7
org.jhotdraw.samples.svg.figures.SVGGroup	public sealed void read(org.jhotdraw.xml.DOMInput) throws java.io.IOException	child	B26	0/7
org.jhotdraw.samples.svg.figures.SVGGroup	public sealed void read(org.jhotdraw.xml.DOMInput) throws java.io.IOException	g	B26	0/7
nanoxml.XMLElement	protected void skipComment() throws java.io.IOException	dashesToRead	B2	0/7
nanoxml.XMLElement	protected void skipComment() throws java.io.IOException	dashesToRead	B3	0/4
org.jhotdraw.draw.SelectionTool	public void toolDone(org.jhotdraw.draw.ToolEvent) 	newTracker	B2	0/7
org.jhotdraw.draw.SelectionTool	public void toolDone(org.jhotdraw.draw.ToolEvent) 	newTracker	B4	0/4
org.jhotdraw.draw.AbstractLineDecoration	public java.awt.geom.Rectangle2D.Double getDrawBounds(org.jhotdraw.draw.Figure, java.awt.geom.Point2D.Double, java.awt.geom.Point2D.Double) 	grow	B2	0/7
org.jhotdraw.app.action.SaveAction	protected void fileSaved(org.jhotdraw.app.Project, java.io.File, java.lang.Object) 	multiOpenId	B2	0/7
org.jhotdraw.app.action.SaveAction	protected void fileSaved(org.jhotdraw.app.Project, java.io.File, java.lang.Object) 	multiOpenId	B3	0/4
org.jhotdraw.app.action.SaveAction	protected void fileSaved(org.jhotdraw.app.Project, java.io.File, java.lang.Object) 	multiOpenId	B4	0/2
org.jhotdraw.util.prefs.ToolBarPrefsHandler	private void locationChanged() 	constraint	B10	0/7
org.jhotdraw.util.prefs.ToolBarPrefsHandler	private void locationChanged() 	constraint	B5	0/7
org.jhotdraw.app.action.SaveBeforeAction	public void actionPerformed(java.awt.event.ActionEvent) 	labels	B3	0/6
org.jhotdraw.app.action.SaveBeforeAction	public void actionPerformed(java.awt.event.ActionEvent) 	p	B3	0/6
org.jhotdraw.app.action.SaveBeforeAction	public void actionPerformed(java.awt.event.ActionEvent) 	pane	B3	0/6
org.jhotdraw.draw.DiamondFigure	protected sealed void drawFill(java.awt.Graphics2D) 	diamond	B6	0/6
org.jhotdraw.draw.DiamondFigure	protected sealed void drawStroke(java.awt.Graphics2D) 	diamond	B6	0/6
org.jhotdraw.draw.LineConnectionFigure	protected sealed void readPoints(org.jhotdraw.xml.DOMInput) throws java.io.IOException	in	B1	0/6
org.jhotdraw.draw.LineConnectionFigure	protected sealed void writePoints(org.jhotdraw.xml.DOMOutput) throws java.io.IOException	out	B1	0/6
org.jhotdraw.draw.TextAreaTool	protected void beginEdit(org.jhotdraw.draw.TextHolder) 	textArea	B1	0/6
org.jhotdraw.draw.action.ToolBarButtonFactory	public static void addStrokeDashesButtonTo(javax.swing.JToolBar, org.jhotdraw.draw.DrawingEditor) 	fdashes	B3	0/6
org.jhotdraw.draw.action.ToolBarButtonFactory	public static void addToolTo(javax.swing.JToolBar, org.jhotdraw.draw.DrawingEditor, org.jhotdraw.draw.Tool, java.lang.String, org.jhotdraw.util.ResourceBundleUtil) 	t	B1	0/6
org.jhotdraw.xml.DefaultDOMFactory	public void addEnum(java.lang.String, Enum#RAW) 	enums	B1	0/6
org.jhotdraw.draw.GraphicalCompositeFigure	public void setPresentationFigure(org.jhotdraw.draw.Figure) 	newPresentationFigure	B4	0/6
org.jhotdraw.draw.GraphicalCompositeFigure	public void setPresentationFigure(org.jhotdraw.draw.Figure) 	newPresentationFigure	B5	0/4
org.jhotdraw.draw.TextAreaFigure	private float drawParagraph(java.awt.Graphics2D, java.text.AttributedCharacterIterator, float, float, float, float[], int) 	tabLocations	B1	0/6
org.jhotdraw.draw.TextAreaFigure	private float drawParagraph(java.awt.Graphics2D, java.text.AttributedCharacterIterator, float, float, float, float[], int) 	tabLocations	B2	0/4
org.jhotdraw.xml.DefaultDOMFactory	public void addEnum(java.lang.String, Enum#RAW) 	valueToEnumMap	B1	0/6
org.jhotdraw.xml.DefaultDOMFactory	public void addEnum(java.lang.String, Enum#RAW) 	valueToEnumMap	B3	0/3
org.jhotdraw.app.AbstractApplication	public void init() 	recentFiles	B1	0/6
org.jhotdraw.app.AbstractApplication	public void init() 	recentFiles	B2	0/4
org.jhotdraw.app.AbstractApplication	public void init() 	recentFiles	B3	0/3
org.jhotdraw.app.action.ProjectPropertyAction	private void updateSelectedState() 	isSelected	B1	0/6
org.jhotdraw.app.action.ProjectPropertyAction	private void updateSelectedState() 	isSelected	B2	0/2
org.jhotdraw.app.action.ToggleProjectPropertyAction	private void updateSelectedState() 	isSelected	B1	0/6
org.jhotdraw.app.action.ToggleProjectPropertyAction	private void updateSelectedState() 	isSelected	B2	0/2
org.jhotdraw.draw.DefaultDrawingView	public void handleRequestSecondaryHandles(org.jhotdraw.draw.HandleEvent) 	h	B1	0/6
org.jhotdraw.draw.DefaultDrawingView	public void handleRequestSecondaryHandles(org.jhotdraw.draw.HandleEvent) 	h	B2	0/3
org.jhotdraw.draw.DefaultDrawingView	public void handleRequestSecondaryHandles(org.jhotdraw.draw.HandleEvent) 	h	B3	0/2
org.jhotdraw.app.DefaultOSXApplication	public sealed void init() 	paletteHandler	B1	0/5
org.jhotdraw.draw.AbstractLineDecoration	public double getDecorationRadius(org.jhotdraw.draw.Figure) 	scaleFactor	B1	0/5
org.jhotdraw.draw.BezierFigure	public final void removeNode(int) 	oldPoint	B1	0/5
org.jhotdraw.draw.BezierFigure	public final void removeNode(int) 	path	B1	0/5
org.jhotdraw.draw.FloatingTextField	public void createOverlay(org.jhotdraw.draw.DrawingView, org.jhotdraw.draw.TextHolder) 	editWidget	B1	0/5
org.jhotdraw.draw.RoundRectangleFigure	public void setArc(double, double) 	roundrect	B1	0/5
org.jhotdraw.draw.SelectAreaTracker	public void mouseDragged(java.awt.event.MouseEvent) 	invalidatedArea	B1	0/5
org.jhotdraw.draw.action.GroupAction	public void groupFigures(org.jhotdraw.draw.DrawingView, org.jhotdraw.draw.CompositeFigure, Collection<org.jhotdraw.draw.Figure>) 	f	B1	0/5
org.jhotdraw.draw.action.GroupAction	public void groupFigures(org.jhotdraw.draw.DrawingView, org.jhotdraw.draw.CompositeFigure, Collection<org.jhotdraw.draw.Figure>) 	view	B1	0/5
org.jhotdraw.draw.action.ToolBarButtonFactory	public static void addAttributesButtonsTo(javax.swing.JToolBar, org.jhotdraw.draw.DrawingEditor) 	b	B1	0/5
org.jhotdraw.draw.action.ToolBarButtonFactory	public static void addColorButtonTo(javax.swing.JToolBar, org.jhotdraw.draw.DrawingEditor, AttributeKey#RAW, Map<java.lang.String,java.awt.Color>, int, java.lang.String, org.jhotdraw.util.ResourceBundleUtil) 	labels	B4	0/5
org.jhotdraw.draw.action.ToolBarButtonFactory	public static void addFontButtonsTo(javax.swing.JToolBar, org.jhotdraw.draw.DrawingEditor) 	boldToggleButton	B16	0/5
org.jhotdraw.draw.action.UngroupAction	public void groupFigures(org.jhotdraw.draw.DrawingView, org.jhotdraw.draw.CompositeFigure, Collection<org.jhotdraw.draw.Figure>) 	f	B1	0/5
org.jhotdraw.draw.action.UngroupAction	public void groupFigures(org.jhotdraw.draw.DrawingView, org.jhotdraw.draw.CompositeFigure, Collection<org.jhotdraw.draw.Figure>) 	view	B1	0/5
org.jhotdraw.geom.Geom	public static java.awt.Point angleToPoint(java.awt.Rectangle, double) 	y	B5	0/5
org.jhotdraw.geom.Geom	public static java.awt.geom.Point2D.Double angleToPoint(java.awt.geom.Rectangle2D.Double, double) 	y	B5	0/5
org.jhotdraw.gui.JSheet	private static org.jhotdraw.gui.JSheet createSheet(javax.swing.JOptionPane, java.awt.Component, int) 	pane	B4	0/5
org.jhotdraw.samples.draw.DrawApplicationModel	public sealed List<javax.swing.JToolBar> createToolBars(org.jhotdraw.app.Application, org.jhotdraw.app.Project) 	editor	B1	0/5
org.jhotdraw.samples.draw.DrawProject	private void initComponents() 	scrollPane	B1	0/5
org.jhotdraw.samples.draw.DrawProject	public sealed void init() 	scrollPane	B1	0/5
org.jhotdraw.samples.draw.DrawProject	public sealed void init() 	view	B1	0/5
org.jhotdraw.samples.draw.DrawProject	public void setEditor(org.jhotdraw.draw.DrawingEditor) 	editor	B1	0/5
org.jhotdraw.samples.draw.DrawProject	public void setEditor(org.jhotdraw.draw.DrawingEditor) 	oldValue	B1	0/5
org.jhotdraw.samples.draw.Main	public static void main(java.lang.String[]) 	model	B6	0/5
org.jhotdraw.samples.net.Main	public static void main(java.lang.String[]) 	model	B6	0/5
org.jhotdraw.samples.net.NetApplicationModel	public sealed List<javax.swing.JToolBar> createToolBars(org.jhotdraw.app.Application, org.jhotdraw.app.Project) 	editor	B1	0/5
org.jhotdraw.samples.net.NetProject	private void initComponents() 	scrollPane	B1	0/5
org.jhotdraw.samples.net.NetProject	public void setEditor(org.jhotdraw.draw.DrawingEditor) 	editor	B1	0/5
org.jhotdraw.samples.net.NetProject	public void setEditor(org.jhotdraw.draw.DrawingEditor) 	oldValue	B1	0/5
org.jhotdraw.samples.net.figures.NodeFigure	private void createConnectors() 	connectors	B1	0/5
org.jhotdraw.samples.pert.Main	public static void main(java.lang.String[]) 	model	B6	0/5
org.jhotdraw.samples.pert.PertApplicationModel	public sealed List<javax.swing.JToolBar> createToolBars(org.jhotdraw.app.Application, org.jhotdraw.app.Project) 	editor	B1	0/5
org.jhotdraw.samples.pert.PertProject	private void initComponents() 	scrollPane	B1	0/5
org.jhotdraw.samples.pert.PertProject	public void setEditor(org.jhotdraw.draw.DrawingEditor) 	editor	B1	0/5
